								162,1,5374,37328
								146,4,11987,109611
								144,3,8156,199373
								80,4,14222,146280
								79,4,8933,227548
								78,6,18073,405673
							5,40,109118,1629000
								986,0,0,0
								977,0,0,0
								949,0,0,0
								923,0,0,0
								900,0,0,0
								878,0,0,0
								856,0,0,0
								849,0,0,0
								848,0,0,0
								731,0,0,0
								699,0,0,0
								679,0,0,0
								651,0,0,0
								650,0,0,0
								648,0,0,0
								620,0,0,0
								607,0,0,0
								592,0,0,0
								568,0,0,0
								538,0,0,0
								536,0,0,0
								529,0,0,0
								521,0,0,0
								500,0,0,0
								440,0,0,0
								417,0,0,0
								386,0,0,0
								355,0,0,0
								340,0,0,0
								331,4,12982,185535
								329,2,1487,33249
								328,1,1106,55001
								322,1,4797,17940
								304,5,15449,163565
								282,4,16190,144708
								259,2,5569,144844
								238,1,5219,54235
								232,4,10822,143523
								102,5,7669,168604
								92,2,6116,77887
								68,4,11269,208008
								59,3,5843,115974
							4,138,398859,5947809
								963,0,0,0
								961,0,0,0
								879,0,0,0
								860,0,0,0
								857,0,0,0
								854,0,0,0
								843,0,0,0
								824,0,0,0
								787,0,0,0
								778,0,0,0
								775,0,0,0
								750,0,0,0
								722,0,0,0
								707,0,0,0
								704,0,0,0
								687,0,0,0
								672,0,0,0
								658,0,0,0
								653,0,0,0
								589,0,0,0
								573,0,0,0
								495,0,0,0
								465,0,0,0
								452,0,0,0
								431,0,0,0
								366,0,0,0
								354,0,0,0
								347,0,0,0
								300,3,3882,45365
								291,2,10838,158831
								263,7,23630,341681
								229,6,16072,201646
								218,3,6335,107314
								216,3,5763,126060
								195,4,8028,53768
								189,3,6171,134866
								172,2,6339,16660
								142,1,1511,93966
								112,4,13103,262341
								108,3,13388,180421
								106,3,4878,255412
								71,5,19172,245582
								31,3,1951,249699
								18,54,160236,2285446
									991,0,0,0
									990,0,0,0
									972,0,0,0
									930,0,0,0
									929,0,0,0
									908,0,0,0
									881,0,0,0
									880,0,0,0
									846,0,0,0
									837,0,0,0
									835,0,0,0
									833,0,0,0
									832,0,0,0
									827,0,0,0
									803,0,0,0
									783,0,0,0
									768,0,0,0
									765,0,0,0
									763,0,0,0
									737,0,0,0
									719,0,0,0
									706,0,0,0
									696,0,0,0
									688,0,0,0
									669,0,0,0
									643,0,0,0
									626,0,0,0
									612,0,0,0
									609,0,0,0
									561,0,0,0
									558,0,0,0
									555,0,0,0
									513,0,0,0
									511,0,0,0
									493,0,0,0
									492,0,0,0
									473,0,0,0
									442,0,0,0
									421,0,0,0
									365,0,0,0
									348,0,0,0
									334,0,0,0
									317,2,8320,53107
									298,3,11430,197635
									278,0,0,0
									252,7,8527,362725
									251,2,7961,193490
									234,2,7987,84908
									185,3,8402,101694
									179,4,3017,105887
									158,1,3622,45610
									156,4,12275,130766
									132,2,7288,164917
									105,4,9091,98207
									94,2,8745,113264
									64,2,1408,140427
									35,3,12858,118953
									25,5,16455,129388
								3,32,97562,1188751
									904,0,0,0
									869,0,0,0
									819,0,0,0
									802,0,0,0
									798,0,0,0
									784,0,0,0
									767,0,0,0
									684,0,0,0
									681,0,0,0
									634,0,0,0
									523,0,0,0
									490,0,0,0
									458,0,0,0
									450,0,0,0
									448,0,0,0
									433,0,0,0
									416,0,0,0
									393,0,0,0
									383,0,0,0
									382,0,0,0
									381,0,0,0
									374,0,0,0
									343,0,0,0
									303,3,10446,46652
									224,4,9753,189533
									200,1,3988,32066
									192,4,14865,144134
									181,2,5915,126111
									126,5,14237,232176
									89,2,5068,22563
									74,3,9075,43965
									24,4,10355,157071
									23,2,4895,86152
		9,138,411733,6654762
			993,0,0,0
			960,0,0,0
			899,0,0,0
			851,0,0,0
			800,0,0,0
			747,0,0,0
			745,0,0,0
			734,0,0,0
			720,0,0,0
			708,0,0,0
			690,0,0,0
			685,0,0,0
			678,0,0,0
			677,0,0,0
			611,0,0,0
			602,0,0,0
			588,0,0,0
			587,0,0,0
			579,0,0,0
			559,0,0,0
			550,0,0,0
			532,0,0,0
			491,0,0,0
			484,0,0,0
			459,0,0,0
			425,0,0,0
			412,0,0,0
			409,0,0,0
			390,0,0,0
			349,0,0,0
			332,3,8107,94430
			319,1,428,34920
			265,5,18708,221189
			230,3,1844,58147
			194,6,19663,192138
			141,1,585,1161
			115,1,3822,86155
			88,2,8766,96948
			72,1,1350,92662
			49,0,0,0
			19,78,225132,3861034
				968,0,0,0
				962,0,0,0
				943,0,0,0
				925,0,0,0
				919,0,0,0
				915,0,0,0
				907,0,0,0
				876,0,0,0
				847,0,0,0
				844,0,0,0
				815,0,0,0
				801,0,0,0
				789,0,0,0
				781,0,0,0
				769,0,0,0
				760,0,0,0
				743,0,0,0
				721,0,0,0
				716,0,0,0
				701,0,0,0
				698,0,0,0
				671,0,0,0
				655,0,0,0
				631,0,0,0
				575,0,0,0
				515,0,0,0
				397,0,0,0
				370,0,0,0
				351,0,0,0
				296,1,1566,52863
				264,0,0,0
				261,6,15493,279419
				226,5,20445,212466
				180,1,3567,10158
				170,1,4914,46597
				118,3,12101,189987
				107,1,1684,22172
				90,4,18073,153291
				65,2,6959,82006
				32,1,4020,96247
				29,4,5748,270873
				13,48,129464,2416200
					983,0,0,0
					964,0,0,0
					954,0,0,0
					953,0,0,0
					947,0,0,0
					940,0,0,0
					921,0,0,0
					913,0,0,0
					898,0,0,0
					887,0,0,0
					867,0,0,0
					816,0,0,0
					810,0,0,0
					777,0,0,0
					748,0,0,0
					741,0,0,0
					732,0,0,0
					667,0,0,0
					654,0,0,0
					622,0,0,0
					621,0,0,0
					600,0,0,0
					569,0,0,0
					497,0,0,0
					486,0,0,0
					438,0,0,0
					411,0,0,0
					399,0,0,0
					376,0,0,0
					281,3,6012,156047
					272,4,6461,240779
					219,2,5566,90787
					211,0,0,0
					175,3,11891,157237
					135,4,9459,208476
					131,3,9388,151394
					129,0,0,0
					119,2,714,115638
					109,0,0,0
					93,5,17057,239647
					91,6,9352,310534
					85,6,23152,235199
					67,1,1904,80988
					60,5,14464,254836
			10,36,120465,1900531
				988,0,0,0
				984,0,0,0
				982,0,0,0
				971,0,0,0
				941,0,0,0
				933,0,0,0
				931,0,0,0
				863,0,0,0
				855,0,0,0
				842,0,0,0
				812,0,0,0
				792,0,0,0
				782,0,0,0
				740,0,0,0
				736,0,0,0
				730,0,0,0
				728,0,0,0
				636,0,0,0
				633,0,0,0
				615,0,0,0
				610,0,0,0
				596,0,0,0
				595,0,0,0
				526,0,0,0
				520,0,0,0
				519,0,0,0
				509,0,0,0
				460,0,0,0
				445,0,0,0
				444,0,0,0
				434,0,0,0
				430,0,0,0
				396,0,0,0
				336,0,0,0
				318,2,3664,97521
				280,2,7213,122975
				277,4,12983,232240
				266,2,8558,152877
				262,5,17634,181062
				237,3,14052,83954
				231,5,22009,265247
				212,2,4636,80296
				184,0,0,0
				73,2,6318,161233
				53,0,0,0
				42,7,19888,430665
21,4,14013,145815
27,2,6551,113483
33,4,7013,204324
46,1,5243,69439
63,2,766,165221
76,3,10588,199799
82,7,21744,318970
103,4,15794,124610
104,2,6309,49738
111,5,19540,320866
113,5,13458,288981
116,2,6943,45087
152,2,8126,170015
157,4,8356,159111
159,6,17002,300888
166,3,13904,137428
167,2,5875,85591
168,5,14559,364303
183,7,24724,417587
188,7,25103,224475
193,0,0,0
197,0,0,0
198,4,9227,343913
201,1,4789,60259
205,3,9327,175834
206,0,0,0
214,4,10938,227830
220,4,12736,237476
223,7,24019,381842
236,2,8761,138496
242,5,12889,219539
247,1,2104,97272
248,2,8451,87260
250,1,2128,36464
253,3,8033,228330
257,4,10848,171443
267,2,7981,91368
276,1,5644,42870
286,3,8742,119272
287,1,1810,68486
292,2,10267,99431
295,6,22580,191013
307,2,8477,150659
313,3,8997,188669
316,6,26064,171415
321,6,22729,230393
342,0,0,0
352,0,0,0
358,0,0,0
361,0,0,0
362,0,0,0
375,0,0,0
388,0,0,0
398,0,0,0
405,0,0,0
422,0,0,0
432,0,0,0
435,0,0,0
443,0,0,0
447,0,0,0
449,0,0,0
472,0,0,0
475,0,0,0
508,0,0,0
516,0,0,0
530,0,0,0
543,0,0,0
545,0,0,0
552,0,0,0
556,0,0,0
570,0,0,0
583,0,0,0
593,0,0,0
597,0,0,0
604,0,0,0
613,0,0,0
616,0,0,0
629,0,0,0
632,0,0,0
638,0,0,0
639,0,0,0
660,0,0,0
664,0,0,0
666,0,0,0
668,0,0,0
695,0,0,0
702,0,0,0
710,0,0,0
711,0,0,0
735,0,0,0
738,0,0,0
752,0,0,0
753,0,0,0
773,0,0,0
780,0,0,0
796,0,0,0
817,0,0,0
830,0,0,0
831,0,0,0
838,0,0,0
853,0,0,0
859,0,0,0
861,0,0,0
885,0,0,0
888,0,0,0
891,0,0,0
911,0,0,0
916,0,0,0
918,0,0,0
946,0,0,0
959,0,0,0
975,0,0,0
985,0,0,0
